M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,TRIP_START_TIME,TRIP_SEQUENCE,TOTAL_TRAVEL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WAITING_TIME_FIRST_STATION,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WAITING_TIME_FINAL_STATION,BICYCLE_USE,WALKING_TIME_SECOND_STOP,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,BICYCLES,OTHERS
,Nagasandra to Silk institute ,"Yelanahanchahalli,It world",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),"Dasarahalli,hesarghatta,archarya college ",Home (ಮನೆ),07:30:00,Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),120,Walk (ನಡಿಗೆ),10,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),10,Walk (ನಡಿಗೆ),15,1 km to 1.5 km (1 ರಿಂದ 1.5 ಕೀ. ಮೀ),,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),4,2,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),10,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Bus and Metro (ಬಸ್ ಮತ್ತು ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"50,001 – 1,00,000",0,2,0,0
,Nagasandra to Silk institute ,"City engineering college, doddakalasandra ",School/College (ಶಾಲೆ/ಕಾಲೇಜು),"Gharvebhavipalya, sapthagiri bar and restaurant ",Home (ಮನೆ),08:30:00,Metro (ಮೆಟ್ರೋ),60,Rapido/Uber moto/Ola App two-wheeler (ರ್‍ಯಾಪಿಡೋ/ಉಬರ್ ಮೋಟೋ/ಓಲಾ ಆ್ಯಪ್ ದ್ವಿಚಕ್ರ ವಾಹನ),30,> 5 km (>5 ಕೀ. ಮೀ),2,Walk (ನಡಿಗೆ),5,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),98,Low crowding - All seats AND up to 25% of standing space occupied (ಕಡಿಮೆ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Bus and Metro (ಬಸ್ ಮತ್ತು ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),12th Std. (PUC/HSE) (12ನೇ ತರಗತಿ (PUC/HSE)),Student (ವಿದ್ಯಾರ್ಥಿ),"50,001 – 1,00,000",0,1,0,0
,Banashankari ,"Vajrahalli, Amossys consulting service ",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),"Rajajinagar,  base pu college ",Home (ಮನೆ),08:35:00,Metro (ಮೆಟ್ರೋ),60,Walk (ನಡಿಗೆ),20,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),5,Walk (ನಡಿಗೆ),5,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,No (ಇಲ್ಲ),45,High crowding - All seats AND 50-75% of standing space occupied (ಹೆಚ್ಚಿನ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 50-75% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"10,001 – 25,000",1,2,0,0
Bayappanahalli,,Cubbon Park divyashree  chambers ,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Buttrahalli ,Home (ಮನೆ),08:30:00,Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),120,Walk (ನಡಿಗೆ),20,1 km to 1.5 km (1 ರಿಂದ 1.5 ಕೀ. ಮೀ),15,Dropped-off by friends/others (ಸ್ನೇಹಿತರು/ಇತರರಿಂದ ಡ್ರಾಪ್-ಆಫ್),15,3.5 km to 4 km (3.5 ರಿಂದ 4 ಕೀ. ಮೀ),5,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),15,5,No (ಇಲ್ಲ),55,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),18-25 yrs (18-25 ವರ್ಷ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),,0,1,0,0
Yelachinahalli,,"Talagattapura, shoba appartment ",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Infront of Jalahalli cross bus stop,Home (ಮನೆ),08:30:00,Metro (ಮೆಟ್ರೋ),60,Walk (ನಡಿಗೆ),4,< 0.5 km (<0.5 ಕೀ. ಮೀ),5,Walk (ನಡಿಗೆ),5,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,High crowding - All seats AND 50-75% of standing space occupied (ಹೆಚ್ಚಿನ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 50-75% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),10th Std. (SSLC) (10ನೇ ತರಗತಿ (SSLC)),Daily Wage (ದಿನಗೂಲಿ),,1,1,0,0
,Yelachanahalli-Nagasandra,Jayanagar near jayanagar metro station ,Friend/Relative’s place (ಸ್ನೇಹಿತರ/ಸಂಬಂಧಿಕರ ಸ್ಥಳ),"Yelachanahalli , 500metres away from metro station ",Home (ಮನೆ),09:25:00,Metro (ಮೆಟ್ರೋ),18,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),2,Walk (ನಡಿಗೆ),5,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,No (ಇಲ್ಲ),18,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),12th Std. (PUC/HSE) (12ನೇ ತರಗತಿ (PUC/HSE)),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"25,001 – 50,000",0,1,0,0
,Dodda kallasndra,"Silk institute,  wakil garden",Home (ಮನೆ),"Yelanchinahalli, royal Enfield service centre",Other (ಇತರೆ),09:15:00,Metro (ಮೆಟ್ರೋ),15,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),5,Walk (ನಡಿಗೆ),2,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Low crowding - All seats AND up to 25% of standing space occupied (ಕಡಿಮೆ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),Postgraduate (ಸ್ನಾತಕೋತ್ತರ ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),,0,1,0,0
Byapanahalli ,,Gorguntapalya,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),"KR pura, near metro station",Home (ಮನೆ),08:50:00,Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),60,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),1,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),0,5,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Female (ಹೆಣ್ಣು),Yes (ಹೌದು),Bus (ಬಸ್),Bus (ಬಸ್),18-25yrs (18-25 ವರ್ಷ ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),,1,0,0,0
,Byp to kengeri,Halasoor  police station,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Kr puram ayyappa nagar,Home (ಮನೆ),07:30:00,Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),120,Auto Rickshaw (ಆಟೋರಿಕ್ಷಾ),15,2.5 km to 3 km (2.5 ರಿಂದ 3 ಕೀ. ಮೀ),15,Walk (ನಡಿಗೆ),15,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),10,5,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),20,High crowding - All seats AND 50-75% of standing space occupied (ಹೆಚ್ಚಿನ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 50-75% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Female (ಹೆಣ್ಣು),Yes (ಹೌದು),Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),Bus and Metro (ಬಸ್ ಮತ್ತು ಮೆಟ್ರೋ),18-25yrs (18-25 ವರ್ಷ ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"10,001 – 25,000",2,1,0,0
,Yelachanahalli-nagasandra,Kaat hotel near lalbagh est gate,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Sarakki vegeta7 market ,Home (ಮನೆ),09:15:00,Metro (ಮೆಟ್ರೋ),28,Walk (ನಡಿಗೆ),10,< 0.5 km (<0.5 ಕೀ. ಮೀ),2,Walk (ನಡಿಗೆ),5,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,High crowding - All seats AND 50-75% of standing space occupied (ಹೆಚ್ಚಿನ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 50-75% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),46-60 yrs (46-60 ವರ್ಷ),Postgraduate (ಸ್ನಾತಕೋತ್ತರ ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),>2 Lakhs,1,1,0,0
Silk institute ,,Sartorius india pvt,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Nikitk robotics pvt,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),09:00:00,Metro (ಮೆಟ್ರೋ),120,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),30,> 5 km (>5 ಕೀ. ಮೀ),5,Ola/Uber car (ಓಲಾ/ಉಬರ್ ಕಾರು),20,> 5 km (>5 ಕೀ. ಮೀ),5,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,No (ಇಲ್ಲ),60,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"50,001 – 1,00,000",1,3,0,0
,Byp to kengeri,Vidhasoudha ,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Kr Puram buttrahalli ,Home (ಮನೆ),09:00:00,Metro (ಮೆಟ್ರೋ),60,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),30,> 5 km (>5 ಕೀ. ಮೀ),2,Dropped-off by friends/others (ಸ್ನೇಹಿತರು/ಇತರರಿಂದ ಡ್ರಾಪ್-ಆಫ್),5,1.5 km to 2 km (1.5 ರಿಂದ 2 ಕೀ. ಮೀ),5,For egress trip only (ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ ಮಾತ್ರ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),Graduate (ಪದವಿ),Employed Govt. (ಸರ್ಕಾರಿ ಉದ್ಯೋಗ),"1,00,001 – 2,00,000",1,1,0,0
,Silk institute to Nagasandra ,"Koramangala,forum mall",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Nagegodanapalaya,Home (ಮನೆ),09:45:00,Metro + Bus (ಮೆಟ್ರೋ+ಬಸ್),70,Walk (ನಡಿಗೆ),15,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),7,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),,For access trip only (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ ಮಾತ್ರ),2,5,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),20,Low crowding - All seats AND up to 25% of standing space occupied (ಕಡಿಮೆ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Bus and Metro (ಬಸ್ ಮತ್ತು ಮೆಟ್ರೋ),36-45 yrs (36-45 ವರ್ಷ),Postgraduate (ಸ್ನಾತಕೋತ್ತರ ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"50,001 – 1,00,000",0,0,1,0
Lalbagh,,Mantri mall,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),9th cross someshwara vijaynagar 1st block ,Home (ಮನೆ),09:30:00,Metro (ಮೆಟ್ರೋ),35,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),5,1.5 km to 2 km (1.5 ರಿಂದ 2 ಕೀ. ಮೀ),2,Walk (ನಡಿಗೆ),1,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),10th Std. (SSLC) (10ನೇ ತರಗತಿ (SSLC)),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"25,001 – 50,000",0,1,0,0
,SILK INSTITUTE-NAGASANDRA,Peenya,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Konanakonte,Home (ಮನೆ),08:30:00,Bike metro bike,30,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),10,1.5 km to 2 km (1.5 ರಿಂದ 2 ಕೀ. ಮೀ),10,Bike,30,4.5 km to 5 km (4.5 ರಿಂದ 5 ಕೀ. ಮೀ),20,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),10,1,No (ಇಲ್ಲ),70,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),12th Std. (PUC/HSE) (12ನೇ ತರಗತಿ (PUC/HSE)),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"25,001 – 50,000",0,1,1,0
,Silk institute to nagasandra ,High court,Other (ಇತರೆ),"Kaggalipura, kankpura road banglore 82",Home (ಮನೆ),09:26:00,Metro (ಮೆಟ್ರೋ),90,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),20,4.5 km to 5 km (4.5 ರಿಂದ 5 ಕೀ. ಮೀ),5,Walk (ನಡಿಗೆ),5,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),Graduate (ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),,1,1,0,0
,Silk institute to Nagasandra ,"Jayanagar,Bia school ",School/College (ಶಾಲೆ/ಕಾಲೇಜು),Kanakapura road,Home (ಮನೆ),09:30:00,Metro (ಮೆಟ್ರೋ),60,Walk (ನಡಿಗೆ),20,1 km to 1.5 km (1 ರಿಂದ 1.5 ಕೀ. ಮೀ),4,Walk (ನಡಿಗೆ),15,0.5 to 1 km (0.5 ರಿಂದ 1 ಕೀ. ಮೀ),,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,Low crowding - All seats AND up to 25% of standing space occupied (ಕಡಿಮೆ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),18-25 yrs (18-25 ವರ್ಷ),10th Std. (SSLC) (10ನೇ ತರಗತಿ (SSLC)),Student (ವಿದ್ಯಾರ್ಥಿ),,1,0,1,0
,Kengeri to bayappanahalli ,Vijaynagar metro station ,Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),Kr puram RTO office,Home (ಮನೆ),08:30:00,Bus + Metro (ಬಸ್+ಮೆಟ್ರೋ),120,Two-Wheeler (ದ್ವಿಚಕ್ರ ವಾಹನ),2,< 0.5 km (<0.5 ಕೀ. ಮೀ),2,Walk (ನಡಿಗೆ),5,< 0.5 km (<0.5 ಕೀ. ಮೀ),,For neither access nor egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಎರಡಕ್ಕೂ ಬಳಸುವುದಿಲ್ಲ),5,2,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),0,High crowding - All seats AND 50-75% of standing space occupied (ಹೆಚ್ಚಿನ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 50-75% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Bus (ಬಸ್),18-25 yrs (18-25 ವರ್ಷ),10th Std. (SSLC) (10ನೇ ತರಗತಿ (SSLC)),Business (ವ್ಯಾಪಾರ),,0,1,0,0
,Silk institute to nagasandra ,"Trinity circle, Axis bank ",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),"Talagattapura, close to nice road",Home (ಮನೆ),09:45:00,Metro (ಮೆಟ್ರೋ),50,Auto Rickshaw (ಆಟೋರಿಕ್ಷಾ),8,1.5 km to 2 km (1.5 ರಿಂದ 2 ಕೀ. ಮೀ),5,Walk (ನಡಿಗೆ),2,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For both access and egress trips (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಮತ್ತು ಎಗ್ರೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ),,,Metro card (ಮೆಟ್ರೋ ಕಾರ್ಡ್),35,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),36-45 yrs (36-45 ವರ್ಷ),Postgraduate (ಸ್ನಾತಕೋತ್ತರ ಪದವಿ),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),>2 Lakhs,1,1,0,0
,Yelachanahalli-Nagasandra,"Sri rampuram, near metro Station ",Work/Business place (ಕೆಲಸ/ವ್ಯಾಪಾರದ ಸ್ಥಳ),"Magadi road, prassanna theatre",Home (ಮನೆ),09:45:00,Metro (ಮೆಟ್ರೋ),25,Walk (ನಡಿಗೆ),10,< 0.5 km (<0.5 ಕೀ. ಮೀ),7,Walk (ನಡಿಗೆ),2,"< 0.5 km (<0.5 ಕೀ. ಮೀ,)",,For access trip only (ಆಕ್ಸೆಸ್ ಟ್ರಿಪ್ ಗಾಗಿ ಮಾತ್ರ),,,No (ಇಲ್ಲ),18,Medium crowding - All seats AND 25-50% of standing space occupied (ಮಧ್ಯಮ ಜನಸಂದಣಿ - ಎಲ್ಲಾ ಆಸನಗಳು ಮತ್ತು 25-50% ನಿಲ್ಲುವ ಜಾಗ ತುಂಬಿರುತ್ತದೆ),Male (ಪುರುಷ),,,Metro (ಮೆಟ್ರೋ),26-35 yrs (26-35 ವರ್ಷ),10th Std. (SSLC) (10ನೇ ತರಗತಿ (SSLC)),Employed Private (ಖಾಸಗಿ ಉದ್ಯೋಗ),"25,001 – 50,000",0,1,0,0
