,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
617,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Trinity (purple line),"Kotak Mahindra Bank, M G Road ",Work,SP Road ,Work,14:50:00,Metro ,35,Walk ,15,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,2,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,1,3,1,2,1,1,1
618,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Rashtreeya Vidyalaya Road (green line),"BTM layou, jaydeva hospital ",Home,Home Science college adjacent to freedom park,School,14:45:00,Metro ,45,Walk ,15,0.5 to 1 km ,7,Walk ,20,> 5 km ,,For neither access nor egress trips ,,,Metro card ,45,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,3,3,8,1,0,1,1
619,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Krantivira Sangolli Rayanna Railway Station (purple line),Sirsi circle ,Home,UVCE college ,School,15:00:00,Metro + Bus ,60,Walk ,5,< 0.5 km ,8,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,2,15,Metro card ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,3,3,1,1,4,1,1,1,1
620,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Krantivira Sangolli Rayanna Railway Station (purple line),"Magadi road, arogya soudha ",Work,Central college ,Work,15:00:00,Metro ,15,Walk ,5,< 0.5 km ,6,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,No ,15,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Unemployed,"<=10,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,2,1,2,1,1,1,1,1,1
621,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Yelachenahalli (green line),"ISRO layout, yelachenahalli, abdulkalam park",Home,Mysore bank ,Other,14:50:00,Metro ,60,Walk ,10,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,12th,Unemployed,,1.0,3,1,0,"No, I will not use a bicycle. .",5,3,1,8,1,4,1,3,1,0,1,1
622,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Mahakavi Kuvempu Road (green line),"Gayathri nagar,Manju Sri medical ",Home,Civil court ,Work,15:10:00,Metro ,20,Walk ,5,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,2,1,1,1,1,1,1
623,Mahakavi Kuvempu Road (green line),Banashankari (green line),Banashankari temple ,Social,Navarang,Home,15:00:00,Metro ,40,Walk ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,35,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Unemployed,,2.0,1,1,0,"No, I will not use a bicycle. .",5,3,6,1,1,3,3,1,1,0,1,1
624,Mahakavi Kuvempu Road (green line),Jayanagar (green line),Jaynagar park,Work,"Bbmp hospital,kamla nagar ",Home,14:50:00,Bus + Metro ,45,Walk ,2,< 0.5 km ,5,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,3,10,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,1,1,4,1,0,1,1
625,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Trinity (purple line),"Marathalli, akash vihar air force station ",Home,Bangaluru city University ,School,14:00:00,Bus1 + Metro + Bus2 ,60,Walk ,5,< 0.5 km ,10,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,8,No ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",0.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,4,1,1,3,1,1,1,1
626,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Vijayanagar (purple line),"Vijaynagar, near Gandhi park ",Home,UVCE,School,15:30:00,Metro ,25,Walk ,4,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,1,3,1,1,1,1
627,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Mahakavi Kuvempu Road (green line),"Gayathri nagar, near more",Home,UVCE college ,School,15:28:00,Metro ,25,Walk ,3,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,1,1,1,0,1,1
628,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Mysore Road (purple line),"Ring road , Banashankari 3rd stage ",Home,"Commissioner officer,kr circle ",Other,15:30:00,Metro ,30,Walk ,5,< 0.5 km ,8,Two-Wheeler ,15,3 km to 3.5 km ,,For egress trip only ,,,No ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,Doctorate,Unemployed,"1,00,001 – 2,00,000",1.0,2,1,0,"No, I will not use a bicycle. .",5,3,1,8,1,4,1,5,4,1,1,3
629,Mahakavi Kuvempu Road (green line),Nagasandra (green line),Ikea,Shopping,Near metro ,Home,15:30:00,Metro ,20,Walk ,15,0.5 to 1 km ,9,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,3,3,1,0,1,1
630,Mahalakshmi (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Ksrtc,Other,Mahalaxmi ,Friend,15:15:00,Metro ,30,Dropped-off by friends/others ,10,1.5 km to 2 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,7,1,2,2,1,1,1,8,1
631,Mahakavi Kuvempu Road (green line),Sandal Soap Factory (green line),Metro wholesale ,Shopping,Near kle college ,Home,15:30:00,Metro ,30,Walk ,10,0.5 to 1 km ,9,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,12th,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,3,3,1,0,1,1
632,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Srirampura (green line),Vivekananda law college ,Work,"Avenue road,kamath hotel ",Work,15:30:00,Metro ,25,Walk ,5,< 0.5 km ,8,Walk ,10,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,Two-Wheeler - from origin to destiantion ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",3.0,2,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,1,1,1,3,1,1,1
633,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Deepanjali Nagar (purple line),"Kavika layout,  7th cross",Home,"KR circle, opp to SEP college, krushi ilake",Work,15:30:00,Metro ,45,Walk ,15,< 0.5 km ,8,Dropped-off by friends/others ,5,0.5 to 1 km ,0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,4,1,3,1,0,1,8
634,Mahakavi Kuvempu Road (green line),Konanakunte Cross (green line),Forum all,Shopping,Near metro ,Home,15:35:00,Metro ,27,Walk ,10,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"No, I will not use a bicycle. .",5,3,4,1,1,1,3,1,1,0,1,1
635,Mahakavi Kuvempu Road (green line),Krishna Rajendra Market (green line),Kr market ,Shopping,Metro station ,Home,15:40:00,Metro ,30,Walk ,10,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,0,0,3,"No, I will not use a bicycle. .",5,3,4,1,1,4,1,1,1,0,1,1
636,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Kengeri (purple line),Kumblugod,Home,SJP,School,15:30:00,Metro ,110,Walk ,15,1 km to 1.5 km ,8,Walk ,20,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,38,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,0,1,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,4,4,1,0,1,1
637,Mantri Square Sampige Road (green line),Jayanagar (green line),Near sapna book house ,Work,Yeshwantpur ,Home,15:30:00,Bus + Metro ,60,Walk ,7,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,7,9,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,3,2,1,2,2,3,3,1,0,1,1
638,Mantri Square Sampige Road (green line),Jayanagar (green line),Central mall,Other,"Rajajinagar, subramanya temple",Shopping,15:10:00,Metro ,25,Dropped-off by friends/others ,10,2 km to 2.5 km ,8,Auto Rickshaw ,5,0.5 to 1 km ,4,For egress trip only ,,,No ,77,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,4,1,2,11,3,4,0,8,5
639,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Jalahalli (green line),"Abbigere,gangagudi police station ",Home,Citizen court ,Work,15:55:00,Metro ,40,Walk ,5,< 0.5 km ,9,Two-Wheeler ,30,> 5 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,4,1,8,4,1,1,3
640,Mahatma Gandhi Road (purple line),Indiranagar (purple line),Indiranagar,Home,"Church street, mg road",Restaurant,15:30:00,Metro ,40,Walk ,15,< 0.5 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,5,1,1,1,1,1,1,1,1
641,"Sir.M.Visvesvaraya Stn., Central College (purple line)","Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",High court ,Work,City court,Work,15:56:00,Metro ,15,Walk ,5,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,1.0,1,1,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,3,1,1,1,1,1,1
642,Mahatma Gandhi Road (purple line),Indiranagar (purple line),Indiranagar ,Friend,Mg road,Shopping,15:45:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,15,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,7,4,1,1,1,3,1,1,1,1
643,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Nagasandra (green line),"Nagasandra, 8th mile",Work,Vidanasouda ,Work,16:15:00,Metro ,40,Walk ,3,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,12th,Employed,"50,001 – 1,00,000",1.0,1,1,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,3,1,3,1,1,1,1
644,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Rajajinagar (green line),"JC nagar,cauvery nagar bus stop ",Work,"Cauvery bhavan, citizen court ",Work,16:05:00,Metro ,25,Walk ,5,< 0.5 km ,8,Two-Wheeler ,10,2.5 km to 3 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"<=10,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,2,1,3,1,7,4,1,1,3
645,Mahatma Gandhi Road (purple line),Baiyappanahalli (purple line),Kr puram ,Home,Mg road,Shopping,16:10:00,Metro + Bus ,30,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For egress trip only ,5,5,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,4,3,1,1,3,4,1,1,1
646,National College (green line),Trinity (purple line),Desi restaurant near trinity,Home,Jain college ,School,16:00:00,Metro ,25,Walk ,7,0.5 to 1 km ,9,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,3,3,3,0,1,1
647,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Banashankari (green line),Banashankari temple ,Social,UVCE ,Other,16:20:00,Metro ,30,Walk ,2,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,6,8,1,1,1,1,1,0,1,1
648,"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vajarahalli (green line),"A2b,vajarahalli",Home,"Vasanth nagar, mount Carmel college ",School,15:30:00,Metro ,60,Auto Rickshaw ,10,1 km to 1.5 km ,4,Walk ,6,< 0.5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,4,1,2,0,5,1
649,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Attiguppe (purple line),Good will appartment near,Home,Technical education building ,Work,16:20:00,Metro ,60,Walk ,15,0.5 to 1 km ,8,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,2,1,2,3,3,1,1,1,1
650,Baiyappanahalli (purple line),Chickpet (green line),Chikpete,Shopping,Mahadevpura,Home,16:15:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,5,Walk ,12,1 km to 1.5 km ,,For neither access nor egress trips ,5,5,Metro card ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Business,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,2,2,3,4,1,1,1,1
651,Trinity (purple line),Attiguppe (purple line),Papreddy palya,Home,"Trinity, near metro station ",Work,16:05:00,Metro ,45,Walk ,5,< 0.5 km ,5,Two-Wheeler ,10,1.5 km to 2 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,3,1,2,1,1,1,3
