,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK,DESTINATION,ORIGIN,TRIP,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,AGE_NEW,MALE,ACCESS,EGRESS
399,399,Sandal Soap Factory (green line),Jayaprakash Nagar (green line),Jp 8th cross,School,Rameshwaram cafe ,Home,09:15:00,Metro ,45,Walk ,15,1 km to 1.5 km ,5,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,1,4,4,3,2,0,1,1
400,400,Sandal Soap Factory (green line),Baiyappanahalli (purple line),RMz infinity ,Work,Vidyaranyapura ,Home,09:00:00,Bus1 + Metro + Bus2 ,120,Walk ,7,0.5 to 1 km ,7,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,3.0,5.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,4,3,1,1,2,0,1,1
401,401,Sandal Soap Factory (green line),National College (green line),Brigade mlr,Work,Yeshwantpur ttmc,Home,09:00:00,Bus + Metro ,60,Walk ,20,1.5 km to 2 km ,5,Walk ,2,< 0.5 km ,,For both access and egress trips ,5.0,5.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,2,1,2,2,1,3,2,0,1,1
404,404,Sandal Soap Factory (green line),Indiranagar (purple line),Near krf,Work,Mattikere domino's ,Home,09:45:00,Metro ,50,Drove and parked a two-Wheeler ,15,3.5 km to 4 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",3,2,1,1,9,1,1,3,0,3,1
405,405,Sandal Soap Factory (green line),Jayanagar (green line),Sg Palya,Work,"New bel road,dollars colony ",Home,09:40:00,Metro ,60,Drove and parked a two-Wheeler ,20,> 5 km ,5,Auto Rickshaw ,15,4 km to 4.5 km ,2.0,For neither access nor egress trips ,,,Metro card ,50,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,2.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,1,8,10,1,2,0,3,4
406,406,Sandal Soap Factory (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Uvce,School,NearYeshwantpur railway station ,Home,10:00:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,8.0,5.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",3,3,1,2,1,1,1,2,0,1,1
407,407,Sandal Soap Factory (green line),Krishna Rajendra Market (green line),"Chamrajpet,SBI life insurance ",Work,Laxmipuram,Home,09:00:00,Bus1 + Metro + Bus2 ,150,Walk ,5,< 0.5 km ,13,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,2.0,5.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,4,1,3,1,2,0,1,1
411,411,Sandal Soap Factory (green line),Jayaprakash Nagar (green line),Near to metro ,Work,GKVK,Home,10:10:00,Metro ,75,Auto Rickshaw ,30,> 5 km ,8,Auto Rickshaw ,8,2 km to 2.5 km ,5.0,For egress trip only ,,,Metro card ,300,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,2.0,1,2,0,"No, I will not use a bicycle. .",3,2,1,1,8,11,4,3,0,4,4
412,412,Sandal Soap Factory (green line),Baiyappanahalli (purple line),Kundanahalli ,Work,Yelhanka new town ,Home,07:30:00,Metro1 + Bus + Metro2 ,120,Auto Rickshaw ,60,> 5 km ,8,Walk ,5,< 0.5 km ,,For egress trip only ,3.0,2.0,Metro card ,260,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",3,2,1,5,8,1,4,2,0,4,1
415,415,Sandal Soap Factory (green line),Mahalakshmi (green line),Iskon,Social,Near metro,Home,10:50:00,Metro ,10,Walk ,5,< 0.5 km ,4,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",3,6,1,1,1,3,1,1,0,1,1
416,416,Sandal Soap Factory (green line),Baiyappanahalli (purple line),Bagmane- tech park ,Work,Brigade gateway,Home,10:50:00,Metro ,90,Dropped-off by friends/family members/others ,5,0.5 to 1 km ,8,Company cab,10,2 km to 2.5 km ,1.0,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,>2 Lakhs,2.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,2,1,1,3,11,1,1,0,2,0
425,425,Peenya (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic ,to meet a friend ",Other,Jalahalli quarters,Home,11:35:00,Metro ,45,Walk ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,20,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,1,1,0,"No, I will not use a bicycle. .",3,8,1,1,3,1,1,2,0,1,1
428,428,Peenya (green line),Goraguntepalya (green line),Yeshwantpur ,Work,Platinum city,Home,11:30:00,Metro ,20,Walk ,5,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Mobility card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,2,1,1,1,1,3,2,0,1,1
431,431,Peenya (green line),Chickpet (green line),RT street ,Shopping,Platinum city,Home,12:00:00,Metro ,25,Walk ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,12th,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",3,4,1,1,3,1,1,4,0,1,1
436,436,Mahalakshmi (green line),National College (green line),BIT,School,Mahalakshmi layout ,Home,12:25:00,Metro ,30,Walk ,15,1 km to 1.5 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,1,4,3,3,2,0,1,1
438,438,Mahalakshmi (green line),Banashankari (green line),"Btm layout,mico layout ",Work,Iskon temple,Home,00:45:00,Metro + Bus ,25,Walk ,13,0.5 to 1 km ,7,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,2.0,3.0,No ,42,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,3,2,1,3,3,3,1,2,0,1,1
441,441,Mahalakshmi (green line),National College (green line),National college ,School,Anjaneya temple,Home,12:50:00,Metro ,30,Dropped-off by friends/family members/others ,8,0.5 to 1 km ,8,Walk ,8,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,1,3,3,2,2,0,2,1
444,444,Mahalakshmi (green line),Mahatma Gandhi Road (purple line),Near metro ,Shopping,Kanteerava studio,Home,12:45:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,5.0,8.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",3,4,1,2,1,3,3,2,0,1,1
445,445,Mahalakshmi (green line),Halasuru (purple line),Cambridge hospital ,Work,Nandini layout ,Home,13:00:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Auto Rickshaw ,8,2 km to 2.5 km ,3.0,For neither access nor egress trips ,3.0,8.0,No ,85,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,2,1,2,1,11,1,3,0,1,4
448,448,Mahalakshmi (green line),Banashankari (green line),Dayanand sagar college ,School,Near to iskon,Home,13:15:00,Metro + Bus ,45,Walk ,5,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For both access and egress trips ,5.0,5.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,3,3,1,3,2,0,1,1
450,450,Mahalakshmi (green line),Mahatma Gandhi Road (purple line),Blow pub,Restaurant,Mahalakshmi near metro,Home,13:25:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",3,5,1,1,1,3,1,2,0,1,1
451,451,Mahalakshmi (green line),National College (green line),BMS college ,School,"Nandini layout, bus stand ",Home,13:15:00,Metro ,33,Dropped-off by friends/family members/others ,15,2 km to 2.5 km ,7,Walk ,20,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,1,11,4,3,2,0,2,1
468,468,Rajajinagar (green line),Mantri Square Sampige Road (green line),"Malleshwaram, margosa road",Friend,"Rajajinagar ,navrang circle ",Home,03:15:00,Metro ,20,Walk ,10,0.5 to 1 km ,7,Auto Rickshaw ,15,3 km to 3.5 km ,3.0,For neither access nor egress trips ,,,Metro card ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Unemployed,,1.0,2,0,0,"No, I will not use a bicycle. .",3,7,1,1,3,5,1,1,0,1,4
473,473,Rajajinagar (green line),Chickpet (green line),Chickpete ,Other,Kurubrahalli,Home,15:30:00,Metro ,30,Auto Rickshaw ,15,2 km to 2.5 km ,7,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,2,0,0,"No, I will not use a bicycle. .",3,8,1,1,11,3,1,4,0,4,1
484,484,Rajajinagar (green line),Silk Institute (green line),Kanakpura road ,Friend,"Dasarahalli,gangamma thimaiah choultry",Home,16:10:00,"Metro1,bus1,bus2",120,Auto Rickshaw ,10,2 km to 2.5 km ,8,Walk ,0,< 0.5 km ,,For neither access nor egress trips ,3.0,5.0,No ,50,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Unemployed,,0.0,0,0,1,"No, I will not use a bicycle. .",3,7,1,0,11,1,1,4,0,4,1
496,496,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Krishna Rajendra Market (green line),Market ,Work,Near majestic bus stand ,Home,09:00:00,Metro ,10,Walk ,2,< 0.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",3,2,1,1,1,1,1,1,0,1,1
499,499,Chickpet (green line),Peenya (green line),Near meto,Work,Chikpete near metro,Home,09:35:00,Metro ,40,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,2,1,1,1,1,3,3,0,1,1
502,502,Lalbagh (green line),Pattanagere (purple line),rvce,School,Nimhans,Home,10:05:00,Metro ,60,Dropped-off by friends/family members/others ,10,3 km to 3.5 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",2,3,1,1,5,3,3,2,0,2,1
503,503,Lalbagh (green line),Mahatma Gandhi Road (purple line),Lho building sbi,Work,"JP nagar,Sidlingeshwar theatre",Home,10:00:00,Bus + Metro ,45,Walk ,4,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For access trip only ,2.0,6.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,2,1,3,2,2,0,1,1
505,505,Lalbagh (green line),Mahalakshmi (green line),Iskon,Social,Koramangala 1st block ,Home,09:30:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,5.0,5.0,No ,30,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",3,6,1,2,1,3,1,2,0,1,1
506,506,Lalbagh (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhan soudha,Work,JP nagar,Home,10:00:00,Bus + Metro ,60,Walk ,7,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,5.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,2,3,1,1,1,0,1,1
508,508,Lalbagh (green line),Indiranagar (purple line),Cmh hospital ,Work,Jaynagar metro station ,Home,10:25:00,Metro ,45,Drove and parked a two-Wheeler ,5,1 km to 1.5 km ,6,Walk ,20,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",3,2,1,1,4,4,3,3,0,3,1
513,513,Lalbagh (green line),Yelachenahalli (green line),Near shell petrol bunk,Work,Lalbagh metro station ,Home,11:05:00,Metro ,20,Walk ,5,0.5 to 1 km ,11,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",3,2,1,1,3,1,1,2,0,1,1
515,515,Lalbagh (green line),Banashankari (green line),Temple,Social,Near metro,Home,11:10:00,Metro ,15,Walk ,2,< 0.5 km ,8,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",3,6,1,1,1,1,1,1,0,1,1
